31;836.00;10.32;82.00;big
32;3411.00;10.07;331.00;big
32;3128.00;12.38;420.00;big
33;2303.00;11.95;895.00;big
33;2390.00;10.32;918.00;big
34;2356.00;10.62;747.00;big
34;2290.00;14.43;831.00;big
35;1812.00;10.48;1397.00;big
35;1690.00;9.80;1401.00;big
36;1565.00;9.70;1539.00;big
36;1603.00;10.23;1461.00;big
37;1533.00;12.75;640.00;big
37;1360.00;11.82;609.00;big
38;2008.00;9.70;370.00;big
38;1870.00;11.73;430.00;big
39;2376.00;9.70;402.00;big
39;2240.00;9.70;379.00;big
40;1797.00;9.70;1715.00;big
40;1882.00;9.70;1720.00;big
41;824.00;9.70;1653.00;big
41;889.00;9.70;1756.00;big
42;1012.00;9.98;1970.00;big
42;1048.00;9.88;1858.00;big
43;2677.00;9.70;1836.00;big
43;2822.00;9.70;1842.00;big
44;2329.00;9.70;1636.00;big
44;2235.00;9.70;1636.00;big
45;1107.00;9.70;1544.00;big
45;1231.00;9.70;1613.00;big
46;1129.00;9.70;1684.00;big
46;1139.00;10.12;1763.00;big
47;3365.00;15.85;971.00;big
47;3538.00;9.70;890.00;big
48;3325.00;9.50;790.00;big
48;3189.00;11.85;756.00;big
49;3071.00;10.10;625.00;big
49;2996.00;11.45;446.00;big
50;2834.00;9.70;100.00;big
50;2757.00;9.80;197.00;big
51;836.00;9.93;882.00;big
51;831.00;9.70;784.00;big
52;2138.00;9.70;1275.00;big
52;2275.00;9.70;1266.00;big
53;3411.00;11.70;87.00;big
53;3615.00;9.70;153.00;big
54;3493.00;9.70;413.00;big
54;3268.00;9.90;600.00;big
55;3429.00;11.28;590.00;big
55;3368.00;10.25;674.00;big
56;2521.00;9.70;1930.00;big
56;2358.00;9.70;1926.00;big
57;1234.00;12.15;584.00;big
57;1138.00;12.85;524.00;big
58;2734.00;9.70;332.00;big
58;2799.00;9.70;354.00;big
59;2501.00;9.70;371.00;big
59;2627.00;9.70;364.00;big
60;2565.00;9.70;888.00;big
60;2672.00;10.20;904.00;big
61;1531.00;11.50;1097.00;big
61;1530.00;11.68;1188.00;big
62;1196.00;9.75;1409.00;big
62;1282.00;9.70;1426.00;big
63;2413.00;9.95;1144.00;big
63;2541.00;9.70;1147.00;big
64;1713.00;9.70;1727.00;big
64;1651.00;9.70;1650.00;big
65;1719.00;10.65;652.00;big
65;1706.00;9.85;519.00;big
66;2564.00;9.70;252.00;big
66;1580.00;9.70;457.00;big
67;1137.00;9.70;1340.00;big
67;1052.00;9.70;1369.00;big
68;1890.00;10.03;1543.00;big
68;1787.00;10.62;1529.00;big
69;1899.00;9.70;1631.00;big
69;1792.00;9.70;1617.00;big
70;1682.00;9.80;1535.00;big
70;1616.00;9.70;1580.00;big
71;2938.00;12.25;929.00;big
71;2795.00;12.30;921.00;big
72;2642.00;12.60;837.00;big
72;2596.00;9.70;762.00;big
73;2702.00;13.28;720.00;big
73;2823.00;16.12;692.00;big
74;2863.00;9.50;799.00;big
74;2751.00;12.40;846.00;big
75;2468.00;9.50;864.00;big
75;2473.00;10.35;682.00;big
76;2573.00;9.50;900.00;big
76;2620.00;9.50;900.00;big
77;2979.00;9.50;33.00;big
77;2907.00;9.50;166.00;big
78;2485.00;9.70;1062.00;big
78;2609.00;9.70;1110.00;big
79;2389.00;11.32;1265.00;big
79;2476.00;10.90;1238.00;big
80;1324.00;11.18;990.00;big
80;1200.00;10.45;970.00;big
81;922.00;9.78;808.00;big
81;943.00;12.05;894.00;big
82;1057.00;13.10;1025.00;big
82;1123.00;10.78;1018.00;big
83;969.00;12.23;1006.00;big
83;837.00;10.05;1009.00;big
84;1035.00;10.98;863.00;big
84;1108.00;12.50;883.00;big
85;1212.00;9.70;848.00;big
85;1172.00;11.25;777.00;big
86;944.00;9.70;703.00;big
86;1055.00;13.55;732.00;big
87;1265.00;9.70;1196.00;big
87;1230.00;9.70;1087.00;big
88;1569.00;11.88;1348.00;big
88;1521.00;9.70;1393.00;big
89;1358.00;9.70;1490.00;big
89;1394.00;9.70;1417.00;big
90;1434.00;9.70;1335.00;big
90;1452.00;12.03;1238.00;big
91;1419.00;13.18;1125.00;big
91;1353.00;10.82;1074.00;big
92;1328.00;9.70;1280.00;big
92;1313.00;9.70;1343.00;big
93;1222.00;9.70;1332.00;big
93;1212.00;9.70;1264.00;big
94;2211.00;10.25;1503.00;big
94;2327.00;9.70;1508.00;big
95;1989.00;9.70;1708.00;big
95;2058.00;9.70;1740.00;big
96;2479.00;9.70;1687.00;big
96;2604.00;9.70;1726.00;big
97;1047.00;9.70;1583.00;big
97;1052.00;10.78;1655.00;big
98;1685.00;14.15;1293.00;big
98;1595.00;11.90;1278.00;big
99;1542.00;9.70;1660.00;big
99;1478.00;9.70;1598.00;big
100;2304.00;9.70;1754.00;big
100;2219.00;9.70;1745.00;big
101;1875.00;14.03;1312.00;big
101;2004.00;12.68;1337.00;big
102;3133.00;15.53;889.00;big
102;3280.00;16.25;897.00;big
103;3082.00;12.70;748.00;big
103;2995.00;9.70;704.00;big
104;2033.00;9.70;1552.00;big
104;2128.00;9.70;1497.00;big
105;2136.00;9.70;1658.00;big
105;2028.00;9.70;1631.00;big
106;2047.00;10.73;1455.00;big
106;1917.00;10.20;1471.00;big
107;1505.00;10.12;1494.00;big
107;1430.00;9.70;1536.00;big
108;2915.00;9.70;1657.00;big
108;2940.00;9.70;1732.00;big
109;2822.00;9.70;1666.00;big
109;2842.00;9.70;1756.00;big
110;2695.00;9.70;1937.00;big
110;2630.00;9.70;2004.00;big
111;2726.00;9.70;2137.00;big
111;2651.00;9.70;2106.00;big
112;2633.00;9.50;2362.00;big
112;2580.00;9.70;2257.00;big
113;2846.00;9.70;2325.00;big
113;2679.00;9.70;2223.00;big
114;2864.00;9.70;2490.00;big
114;2800.00;9.50;2595.00;big
115;2844.00;9.50;2758.00;big
115;3091.00;9.70;2726.00;big
116;2417.00;9.50;2926.00;big
116;2597.00;9.85;2746.00;big
117;2367.00;9.70;2256.00;big
117;2480.00;9.70;2313.00;big
118;2610.00;9.70;2543.00;big
118;2443.00;9.70;2469.00;big
119;2221.00;10.55;2701.00;big
119;2086.00;10.25;2552.00;big
120;2087.00;9.70;2873.00;big
120;1914.00;9.50;2641.00;big
121;1806.00;9.70;2468.00;big
121;1648.00;12.10;2359.00;big
122;1575.00;14.12;2173.00;big
122;1752.00;10.18;2183.00;big
123;1904.00;9.70;1972.00;big
123;2020.00;9.70;2095.00;big
124;1981.00;9.95;2238.00;big
124;1980.00;10.23;2409.00;big
125;3028.00;14.45;854.00;big
125;2961.00;13.82;790.00;big
126;3005.00;13.10;213.00;big
126;3133.00;10.55;61.00;big
127;3201.00;13.70;129.00;big
127;3354.00;11.45;215.00;big
128;3892.00;9.70;4.00;big
128;3980.00;10.62;48.00;big
129;1662.00;9.70;1170.00;big
129;1797.00;10.48;1212.00;big
130;2785.00;9.70;2021.00;big
130;2888.00;9.70;2116.00;big
131;3017.00;9.70;1981.00;big
131;2885.00;10.00;1935.00;big
132;3008.00;9.70;1790.00;big
132;2932.00;9.70;1829.00;big
133;2993.00;9.70;1569.00;big
133;3094.00;9.70;1518.00;big
134;3167.00;9.70;1540.00;big
134;3248.00;9.70;1541.00;big
135;3131.00;9.70;1827.00;big
135;3052.00;9.70;1862.00;big
136;3125.00;9.70;1981.00;big
136;3190.00;9.70;2024.00;big
137;2569.00;9.70;1241.00;big
137;2525.00;10.00;1315.00;big
138;1950.00;9.85;713.00;big
138;1886.00;12.78;738.00;big
139;1973.00;10.35;932.00;big
139;2043.00;9.70;886.00;big
140;2999.00;9.70;1669.00;big
140;3062.00;9.70;1642.00;big
141;3185.00;9.70;1633.00;big
141;3128.00;9.70;1644.00;big
142;3040.00;9.70;1727.00;big
142;3103.00;9.70;1729.00;big
143;3667.00;9.70;2669.00;big
143;3958.00;9.70;2661.00;big
144;3090.00;9.70;2346.00;big
144;2974.00;9.70;2407.00;big
145;3444.00;9.70;2388.00;big
145;3212.00;9.70;2360.00;big
146;2953.00;9.70;2203.00;big
146;3063.00;9.80;2134.00;big
147;3409.00;9.70;2164.00;big
147;3232.00;9.70;2140.00;big
148;3209.00;9.70;1883.00;big
148;3287.00;9.70;1934.00;big
149;3190.00;9.70;1756.00;big
149;3270.00;9.70;1761.00;big
150;3431.00;9.70;2053.00;big
150;3295.00;9.70;2027.00;big
151;3377.00;9.70;1844.00;big
151;3458.00;9.70;1951.00;big
152;1680.00;11.43;874.00;big
152;1675.00;13.68;982.00;big
153;3238.00;9.70;1669.00;big
153;3309.00;9.70;1630.00;big
154;3467.00;9.80;1681.00;big
154;3373.00;9.75;1690.00;big
155;3358.00;9.70;1755.00;big
155;3473.00;9.70;1765.00;big
156;2899.00;10.12;325.00;big
156;2951.00;10.40;421.00;big
157;42.00;9.70;2858.00;big
157;158.00;9.82;2966.00;big
158;2277.00;13.03;957.00;big
158;2349.00;12.35;970.00;big
159;2465.00;10.03;984.00;big
159;2545.00;9.70;976.00;big
160;2593.00;9.50;2148.00;big
160;2427.00;9.50;2149.00;big
161;2339.00;9.70;2050.00;big
161;2228.00;9.50;1889.00;big
162;2242.00;9.50;2162.00;big
162;2228.00;9.50;2323.00;big
163;2312.00;9.50;2479.00;big
163;2390.00;9.50;2579.00;big
164;2101.00;9.50;2267.00;big
164;2174.00;9.50;2389.00;big
165;2140.00;9.70;1995.00;big
165;2055.00;9.50;1901.00;big
166;2158.00;9.50;1805.00;big
166;1988.00;9.50;1809.00;big
167;1743.00;9.50;1792.00;big
167;1864.00;9.50;1778.00;big
168;1667.00;9.50;2019.00;big
168;1764.00;9.50;2059.00;big
169;2997.00;9.50;2586.00;big
169;3285.00;9.50;2721.00;big
170;3859.00;9.50;3004.00;big
170;3978.00;9.50;2971.00;big
171;2893.00;9.50;3019.00;big
171;3124.00;9.50;2865.00;big
172;3395.00;9.50;3012.00;big
172;3616.00;9.70;2874.00;big
173;2216.00;9.50;2971.00;big
173;2699.00;9.50;3044.00;big
174;2967.00;9.50;1233.00;big
174;3081.00;9.50;1242.00;big
175;2719.00;9.50;992.00;big
175;2850.00;9.50;1037.00;big
176;2927.00;9.50;1134.00;big
176;2775.00;9.50;1208.00;big
177;3092.00;9.50;1080.00;big
177;3188.00;9.50;1017.00;big
178;3007.00;9.50;1015.00;big
178;3180.00;9.50;943.00;big
179;2698.00;9.50;1093.00;big
179;2637.00;9.50;1009.00;big
180;3822.00;9.50;711.00;big
180;3738.00;9.50;755.00;big
181;3715.00;9.50;856.00;big
181;3656.00;9.50;967.00;big
182;3642.00;9.50;1209.00;big
182;3596.00;9.50;1100.00;big
183;3725.00;9.50;1229.00;big
183;3694.00;9.50;1094.00;big
184;3790.00;9.50;785.00;big
184;3741.00;9.50;985.00;big
185;3659.00;9.50;292.00;big
185;3737.00;9.50;125.00;big
186;3876.00;9.50;51.00;big
186;3788.00;9.50;66.00;big
187;3983.00;9.50;129.00;big
187;4060.00;9.50;62.00;big
188;3521.00;9.50;3.00;big
188;3199.00;9.50;3.00;big
189;149.00;9.50;2854.00;big
189;91.00;9.50;2759.00;big
190;285.00;9.70;2996.00;big
190;408.00;9.50;2979.00;big
191;423.00;9.50;2814.00;big
191;244.00;9.50;2765.00;big
192;2.00;9.70;2250.00;big
192;2.00;9.70;774.00;big
193;451.00;9.70;2711.00;big
193;109.00;9.70;2711.00;big
194;1924.00;9.50;1079.00;big
194;2109.00;9.50;985.00;big
195;1752.00;9.50;905.00;big
195;1918.00;9.50;816.00;big
196;1678.00;9.50;1088.00;big
196;1622.00;9.50;1032.00;big
197;1624.00;9.50;891.00;big
197;1514.00;9.50;905.00;big
198;1508.00;9.50;1017.00;big
198;1434.00;9.50;1036.00;big
199;1264.00;9.50;847.00;big
199;1369.00;9.50;871.00;big
200;1793.00;9.50;704.00;big
200;1925.00;9.50;650.00;big
201;1090.00;9.50;638.00;big
201;994.00;9.50;616.00;big
202;2055.00;9.50;729.00;big
202;2227.00;9.50;702.00;big
203;2845.00;9.50;434.00;big
203;2856.00;10.82;587.00;big
204;1193.00;9.50;707.00;big
204;1331.00;9.50;715.00;big
205;1588.00;9.50;738.00;big
205;1462.00;9.50;758.00;big
206;2292.00;9.50;546.00;big
206;2144.00;9.50;456.00;big
207;1821.00;9.50;548.00;big
207;1998.00;9.50;469.00;big
208;2632.00;9.50;489.00;big
208;2444.00;9.50;486.00;big
209;1056.00;9.50;1460.00;big
209;1280.00;9.50;1524.00;big
210;952.00;9.50;1667.00;big
210;1026.00;9.50;1718.00;big
211;958.00;9.50;1543.00;big
211;760.00;9.50;1422.00;big
212;3966.00;9.70;2381.00;big
212;3718.00;9.70;2305.00;big
213;3611.00;9.70;2042.00;big
213;3786.00;9.70;2006.00;big
214;3552.00;9.85;1723.00;big
214;3634.00;9.70;1759.00;big
215;3667.00;9.70;1668.00;big
215;3745.00;9.70;1720.00;big
216;3872.00;9.85;1635.00;big
216;4011.00;10.65;1736.00;big
217;3575.00;9.70;1871.00;big
217;3757.00;9.70;1827.00;big
218;3961.00;9.70;2147.00;big
218;3979.00;9.75;1957.00;big
219;235.00;13.78;2523.00;big
219;439.00;12.12;2523.00;big
220;872.00;9.50;1256.00;big
220;1062.00;9.50;1174.00;big
221;3643.00;9.70;1355.00;big
221;3688.00;9.70;1480.00;big
222;3562.00;17.15;759.00;big
222;3456.00;9.50;747.00;big
223;3692.00;20.35;415.00;big
223;3544.00;15.20;508.00;big
224;3781.00;15.00;462.00;big
224;4002.00;15.50;358.00;big
225;3563.00;17.38;634.00;big
225;3663.00;15.85;593.00;big
226;3804.00;15.07;293.00;big
226;3950.00;10.48;179.00;big
227;3996.00;12.40;687.00;big
227;3781.00;23.18;643.00;big
228;3923.00;9.70;1426.00;big
228;3877.00;9.70;1154.00;big
229;3967.00;9.70;863.00;big
229;4046.00;9.70;1070.00;big
230;1697.00;9.50;2726.00;big
230;1912.00;9.50;2889.00;big
231;1386.00;9.50;2391.00;big
231;1644.00;9.50;2574.00;big
232;1378.00;9.50;2941.00;big
232;1084.00;9.50;2847.00;big
233;798.00;10.90;3035.00;big
233;695.00;9.50;2707.00;big
234;62.00;9.50;2572.00;big
234;250.00;9.50;2656.00;big
235;1198.00;9.50;2251.00;big
235;1156.00;9.50;2108.00;big
236;1428.00;9.50;2174.00;big
236;1404.00;9.50;2045.00;big
237;1814.00;9.50;1956.00;big
237;1773.00;9.50;1868.00;big
238;1479.00;9.50;1939.00;big
238;1606.00;9.50;1942.00;big
239;1432.00;9.50;1700.00;big
239;1563.00;9.50;1779.00;big
240;1238.00;9.50;1951.00;big
240;1299.00;9.50;1762.00;big
241;971.00;9.50;2070.00;big
241;877.00;9.50;1906.00;big
242;954.00;9.50;2344.00;big
242;760.00;9.50;2248.00;big
243;315.00;9.50;1262.00;big
243;317.00;9.50;1881.00;big
244;664.00;9.50;1960.00;big
244;638.00;9.50;1641.00;big
245;760.00;9.50;723.00;big
245;694.00;9.50;1046.00;big
246;657.00;9.50;357.00;big
246;780.00;9.50;558.00;big
247;549.00;9.98;235.00;big
247;388.00;12.53;213.00;big
248;398.00;14.18;463.00;big
248;480.00;9.50;579.00;big
249;553.00;9.50;2347.00;big
249;231.00;9.50;2286.00;big
250;153.00;9.50;137.00;big
250;140.00;9.50;317.00;big
251;152.00;9.50;770.00;big
251;450.00;9.50;796.00;big
